Email Address,Display Name,First Name,Middle Name,Last Name,City,Region,Country,Facebook Link,Count,First Seen,Last Seen
phebe.godfrey@umd.edu,Phebe Godfrey,Phebe,,Godfrey,,,,,10,02/18/2013 12:16:51 PM,02/18/2013 12:55:25 PM
ethan.darst@yahoo.com,Ethan Darst,Ethan,,Darst,,,,,2,10/28/2013 06:20:16 AM,10/28/2013 06:20:16 AM
luana.arn@mail.gmail.co,Luana Arn,Luana,,Arn,,,,,1,12/10/2010 05:43:22 AM,12/10/2010 05:43:22 AM
arnetta.camilleri@temple.edu,Arnetta Camilleri,Arnetta,,Camilleri,,,,,1,10/27/2013 03:48:14 AM,10/27/2013 03:48:14 AM
dena.tousant@aol.com,Dena Tousant,Dena,,Tousant,,,,,24,07/03/2013 01:42:00 AM,07/04/2013 11:11:57 AM
louvenia.ritter@facebook.com,Louvenia Ritter,Louvenia,,Ritter,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
benny.brittingham@rpi.edu,Benny Brittingham,Benny,,Brittingham,,,,,62,09/10/2010 01:38:17 AM,11/20/2013 09:01:13 AM
stuart.salvaggio@ndsu.edu,Stuart Salvaggio,Stuart,,Salvaggio,,,,,5,07/09/2012 02:19:39 AM,06/04/2013 02:24:40 AM
francesco.halliday@msn.com,Francesco Halliday,Francesco,,Halliday,,,,,1,11/29/2012 03:56:11 AM,11/29/2012 03:56:11 AM
keesha.wigger@gwu.edu,Keesha Wigger,Keesha,,Wigger,,,,,47,09/10/2010 01:38:17 AM,07/09/2011 05:48:15 AM
darnell.then@umd.edu,Darnell Then,Darnell,,Then,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
salley.funari@ndsu.edu,Salley Funari,Salley,,Funari,,,,,6,10/23/2013 05:01:10 AM,10/23/2013 05:29:36 AM
stuart.salvaggio@yahoo.co.in,Stuart Salvaggio,Stuart,,Salvaggio,,,,http://www.facebook.com/martha.connolly.77,5,11/15/2013 04:36:27 AM,11/20/2013 06:22:02 AM
ethan.darst@yahoo.co.in,Ethan Darst,Ethan,,Darst,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
stephany.nutting@ndsu.edu,Stephany Nutting,Stephany,,Nutting,Columbia,Maryland,United States,,134,06/14/2011 10:59:09 AM,03/22/2013 05:13:13 AM
les.her@ndsu.edu,Les Her,Les,,Her,,,,,31,01/25/2011 09:02:12 AM,10/10/2013 12:30:56 PM
cassandra.cort@cox.net,Cassandra Cort,Cassandra,,Cort,,,,,7,10/27/2011 01:04:42 AM,10/27/2011 01:04:42 AM
rivka.morillo@yahoo.co.in,Rivka Morillo,Rivka,,Morillo,,,,,3,11/20/2013 06:06:36 AM,11/20/2013 06:06:36 AM
delena.commander@ieee.org,Delena Commander,Delena,,Commander,,,,,41,08/01/2013 12:40:38 PM,08/08/2013 11:49:55 AM
phebe.godfrey@verizon.net,Phebe Godfrey,Phebe,,Godfrey,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
perla.deland@temple.edu,Perla Deland,Perla,,Deland,,,,,2,08/06/2013 06:13:35 AM,08/06/2013 06:13:35 AM
kirby.salem@gwu.edu,Kirby Salem,Kirby,,Salem,,,,,6,10/29/2010 12:22:17 PM,10/29/2010 12:22:17 PM
antwan.riffe@comcast.net,Antwan Riffe,Antwan,,Riffe,,,,,2,11/12/2013 01:18:45 AM,11/12/2013 01:18:45 AM
verline.socha@verizon.net,Verline Socha,Verline,,Socha,,,,,5,10/21/2013 03:58:16 AM,11/01/2013 03:36:55 AM
mohamed.carroway@umd.edu,Mohamed Carroway,Mohamed,,Carroway,,,,,4,07/29/2010 12:02:03 PM,07/29/2010 12:02:03 PM
harvey.more@ieee.org,Harvey More,Harvey,,More,,,,,4,10/31/2013 07:01:38 AM,11/03/2013 12:21:12 PM
perla.deland@ndsu.edu,Perla Deland,Perla,,Deland,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
jong.offutt@yahoo.co.in,Jong Offutt,Jong,,Offutt,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
les.her@mail.gmail.co,Les Her,Les,,Her,,,,,61,03/01/2013 10:15:03 AM,11/20/2013 09:01:13 AM
theron.wiser@verizon.net,Theron Wiser,Theron,,Wiser,,,,,3,02/27/2009 12:29:35 PM,02/27/2009 12:29:35 PM
luana.arn@ndsu.edu,Luana Arn,Luana,,Arn,,,,,8,06/04/2013 02:19:56 AM,06/04/2013 02:24:40 AM
les.her@rpi.edu,Les Her,Les,,Her,,,,,130,01/13/2012 11:20:32 AM,01/11/2013 04:18:36 AM
regina.annunziata@mac.com,Regina Annunziata,Regina,,Annunziata,,,,,2,10/21/2013 03:58:16 AM,10/21/2013 03:58:16 AM
marcus.souder@hotmail.com,Marcus Souder,Marcus,,Souder,,,,,39,03/18/2009 11:01:55 AM,06/09/2013 08:39:28 AM
terry.spoor@yahoo.co.in,Terry Spoor,Terry,,Spoor,,,,,123,02/16/2010 11:01:14 AM,02/05/2013 05:54:33 AM
alden.owusu@datacommunitydc.org,Alden Owusu,Alden,,Owusu,,,,,9,06/04/2011 04:57:43 AM,06/06/2011 01:36:41 AM
sybil.stough@datacommunitydc.org,Sybil Stough,Sybil,,Stough,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
jenniffer.morford@facebook.com,Jenniffer Morford,Jenniffer,,Morford,,,,,26,10/14/2013 11:45:53 AM,10/17/2013 02:04:51 AM
perla.deland@rpi.edu,Perla Deland,Perla,,Deland,,,,,1,10/31/2013 10:54:32 AM,10/31/2013 10:54:32 AM
allene.negrete@verizon.net,Allene Negrete,Allene,,Negrete,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
les.her@comcast.net,Les Her,Les,,Her,Pikesville,Maryland,United States,,601,02/27/2009 12:26:24 PM,01/17/2011 03:14:07 AM
keesha.wigger@cox.net,Keesha Wigger,Keesha,,Wigger,,,,,19,04/02/2012 05:37:16 AM,04/10/2012 12:02:47 PM
terry.spoor@umd.edu,Terry Spoor,Terry,,Spoor,,,,,19,12/22/2010 11:29:09 AM,01/19/2013 03:03:56 AM
millard.garnett@mac.com,Millard Garnett,Millard,,Garnett,,,,,156,04/29/2013 08:33:28 AM,06/12/2013 03:39:35 AM
hans.edsall@verizon.net,Hans Edsall,Hans,,Edsall,,,,,40,11/29/2012 01:59:55 AM,11/29/2012 07:41:28 AM
mohamed.carroway@datacommunitydc.org,Mohamed Carroway,Mohamed,,Carroway,,,,,12,09/09/2010 08:33:26 AM,10/19/2011 05:03:39 AM
danica.ausherman@verizon.net,Danica Ausherman,Danica,,Ausherman,,,,,7,10/20/2013 03:12:25 AM,10/20/2013 03:12:25 AM
terry.spoor@msn.com,Terry Spoor,Terry,,Spoor,,,,,20,08/01/2013 12:40:38 PM,08/08/2013 11:49:55 AM
jodi.patague@datacommunitydc.org,Jodi Patague,Jodi,,Patague,,,,,4,03/18/2009 11:01:55 AM,03/18/2009 11:19:59 AM
alden.owusu@facebook.com,Alden Owusu,Alden,,Owusu,,,,,37,02/26/2009 11:25:53 AM,12/15/2012 01:11:06 AM
jenniffer.morford@ieee.org,Jenniffer Morford,Jenniffer,,Morford,,,,,6,06/04/2011 04:57:43 AM,08/26/2011 02:58:10 AM
benny.brittingham@aol.com,Benny Brittingham,Benny,,Brittingham,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
gudrun.honey@rpi.edu,Gudrun Honey,Gudrun,,Honey,,,,,4,02/22/2011 10:28:42 AM,02/22/2011 10:28:42 AM
brice.hammett@aol.com,Brice Hammett,Brice,,Hammett,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
leida.nevins@umd.edu,Leida Nevins,Leida,,Nevins,,,,,23,08/09/2011 04:32:06 AM,08/29/2011 12:37:33 PM
info@newegg.com,Newegg ,Newegg,Auto-Notification,Notification,,,,,55,08/19/2009 04:54:45 AM,12/01/2012 02:16:38 AM
antwan.riffe@cox.net,Antwan Riffe,Antwan,,Riffe,,,,,1,02/26/2009 11:45:26 AM,02/26/2009 11:45:26 AM
komorous@amazon.com,Nick Komorous,Nick,,Komorous,,,,,45,02/01/2013 08:07:32 AM,02/23/2013 06:14:25 AM
sal.lobb@ndsu.edu,Sal Lobb,Sal,,Lobb,,,,,26,11/04/2013 03:51:16 AM,11/15/2013 10:58:14 AM
gudrun.honey@msn.com,Gudrun Honey,Gudrun,,Honey,,,,,100,05/24/2012 12:03:44 PM,11/20/2013 09:01:13 AM
danille.axtell@temple.edu,Danille Axtell,Danille,,Axtell,,,,,40,02/26/2009 09:45:58 AM,12/28/2012 04:12:35 AM
service@paypal.com,Notification Via Paypal,Notification,Via,Paypal,,,,,941,02/27/2009 12:08:17 PM,11/20/2013 04:21:43 AM
hector.rising@yahoo.com,Hector Rising,Hector,,Rising,,,,,24,08/21/2012 11:44:24 AM,09/12/2012 02:59:55 AM
alden.owusu@ndsu.edu,Alden Owusu,Alden,,Owusu,,,,,16,05/30/2013 03:50:13 AM,05/30/2013 04:36:39 AM
benny.brittingham@hotmail.com,Benny Brittingham,Benny,,Brittingham,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
louvenia.ritter@mac.com,Louvenia Ritter,Louvenia,,Ritter,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
martin.welsch@comcast.net,Martin Welsch,Martin,,Welsch,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
lucienne.connery@cox.net,Lucienne Connery,Lucienne,,Connery,,,,,2,04/18/2009 01:24:06 AM,04/18/2009 01:24:06 AM
santana.vogel@cox.net,Santana Vogel,Santana,,Vogel,,,,,4,07/19/2013 06:42:51 AM,07/22/2013 01:46:21 AM
harland.glantz@mail.gmail.co,Harland Glantz,Harland,,Glantz,,,,,75,06/11/2013 02:04:49 AM,07/18/2013 10:14:44 AM
sang.colvard@yahoo.com,Sang Colvard,Sang,,Colvard,,,,,1,11/18/2013 01:39:33 AM,11/18/2013 01:39:33 AM
arnetta.camilleri@hotmail.com,Arnetta Camilleri,Arnetta,,Camilleri,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
hildred.hatton@ndsu.edu,Hildred Hatton,Hildred,,Hatton,,,,,93,02/26/2009 10:43:28 AM,11/18/2013 03:18:36 AM
dena.tousant@cox.net,Dena Tousant,Dena,,Tousant,,,,,260,06/25/2010 06:09:16 AM,11/20/2013 04:48:12 AM
paul.palazzolo@servermonkey.com,Paul Palazzolo,Paul,,Palazzolo,Austin,Texas,United States,,29,04/25/2013 03:11:54 AM,04/30/2013 03:28:00 AM
payment@paypal.com,Payment ,Payment,,,,,,,321,02/27/2009 12:08:17 PM,01/15/2013 01:22:31 AM
leida.nevins@datacommunitydc.org,Leida Nevins,Leida,,Nevins,,,,,15,07/16/2011 09:33:17 AM,07/17/2011 01:13:18 AM
leonel.schecter@temple.edu,Leonel Schecter,Leonel,,Schecter,,,,,2,05/16/2011 04:06:53 AM,05/16/2011 04:06:53 AM
winford.funston@temple.edu,Winford Funston,Winford,,Funston,,,,,40,01/10/2013 02:17:07 AM,02/01/2013 04:02:12 AM
wayne.colston@msn.com,Wayne Colston,Wayne,,Colston,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
ara.ceja@datacommunitydc.org,Ara Ceja,Ara,,Ceja,,,,,271,04/16/2013 01:33:35 AM,11/16/2013 02:12:47 AM
ara.ceja@yahoo.co.in,Ara Ceja,Ara,,Ceja,,,,,3,10/31/2013 02:51:28 AM,11/07/2013 05:15:32 AM
salley.funari@facebook.com,Salley Funari,Salley,,Funari,,,,,634,08/26/2010 03:51:06 AM,11/03/2013 03:39:22 AM
alana.gau@aol.com,Alana Gau,Alana,,Gau,,,,,3,10/21/2013 07:30:41 AM,10/21/2013 07:30:41 AM
clifford.lasker@yahoo.com,Clifford Lasker,Clifford,,Lasker,,,,,4,05/15/2013 10:38:03 AM,05/15/2013 10:38:03 AM
sang.colvard@rpi.edu,Sang Colvard,Sang,,Colvard,,,,,60,03/16/2012 05:17:02 AM,06/10/2012 06:28:40 AM
stephany.nutting@comcast.net,Stephany Nutting,Stephany,,Nutting,,,,,274,11/16/2010 08:36:30 AM,11/11/2011 08:18:15 AM
sang.colvard@aol.com,Sang Colvard,Sang,,Colvard,,,,,16,01/10/2011 12:11:28 PM,01/16/2013 04:26:37 AM
alden.owusu@yahoo.co.in,Alden Owusu,Alden,,Owusu,,,,,23,02/27/2009 12:24:49 PM,11/28/2011 05:07:32 AM
cassandra.cort@ndsu.edu,Cassandra Cort,Cassandra,,Cort,,,,http://www.facebook.com/philip.j.cortes,4,02/17/2012 09:18:52 AM,05/23/2012 05:08:42 AM
kirby.salem@yahoo.com,Kirby Salem,Kirby,,Salem,,,,,2,01/08/2013 04:59:06 AM,01/08/2013 04:59:06 AM
sydney.bunn@yahoo.com,Sydney Bunn,Sydney,,Bunn,,,,,4,01/20/2012 03:55:13 AM,02/17/2012 09:18:52 AM
ilse.florentino@rpi.edu,Ilse Florentino,Ilse,,Florentino,,,,,1,02/26/2009 11:45:26 AM,02/26/2009 11:45:26 AM
ken.wilken@comcast.net,Ken Wilken,Ken,,Wilken,,,,,3,05/13/2009 04:55:20 AM,05/13/2009 04:55:20 AM
terry.spoor@datacommunitydc.org,Terry Spoor,Terry,,Spoor,,,,,20,03/07/2013 11:21:31 AM,03/15/2013 04:34:05 AM
santana.vogel@gwu.edu,Santana Vogel,Santana,,Vogel,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
theron.wiser@ndsu.edu,Theron Wiser,Theron,,Wiser,,,,,3,10/31/2013 09:06:44 AM,11/01/2013 01:42:03 AM
maryanna.pfeiffer@msn.com,Maryanna Pfeiffer,Maryanna,,Pfeiffer,,,,,4,06/23/2011 01:30:39 AM,06/23/2011 01:30:39 AM
russ.absher@comcast.net,Russ Absher,Russ,,Absher,,,,,2,04/10/2011 09:03:54 AM,04/10/2011 09:03:54 AM
hildred.hatton@temple.edu,Hildred Hatton,Hildred,,Hatton,,,,,41,02/06/2009 04:15:04 AM,12/15/2012 01:11:06 AM
audry.brzezinski@mac.com,Audry Brzezinski,Audry,,Brzezinski,,,,,17,01/15/2013 08:21:20 AM,02/07/2013 10:43:20 AM
lucienne.connery@msn.com,Lucienne Connery,Lucienne,,Connery,,,,,291,02/04/2009 08:59:50 AM,10/21/2013 02:39:24 AM
martin.welsch@hotmail.com,Martin Welsch,Martin,,Welsch,,,,,76,02/27/2009 12:24:51 PM,11/28/2011 05:07:32 AM
hilma.touchstone@ndsu.edu,Hilma Touchstone,Hilma,,Touchstone,,,,,685,03/18/2009 05:25:04 AM,01/04/2013 02:43:47 AM
gil.greco@msn.com,Gil Greco,Gil,,Greco,,,,,6,03/01/2010 02:43:38 AM,03/01/2010 02:43:38 AM
hoa.bettes@gwu.edu,Hoa Bettes,Hoa,,Bettes,,,,,5,04/15/2009 03:45:21 AM,07/09/2012 02:19:39 AM
hoa.bettes@mac.com,Hoa Bettes,Hoa,,Bettes,,,,,25,10/10/2010 12:14:03 PM,07/09/2011 05:48:15 AM
millard.garnett@datacommunitydc.org,Millard Garnett,Millard,,Garnett,,,,,26,03/18/2009 11:01:55 AM,06/09/2013 08:39:28 AM
alana.gau@verizon.net,Alana Gau,Alana,,Gau,,,,,10,07/09/2012 02:19:39 AM,11/25/2012 10:49:00 AM
reena.morreale@mac.com,Reena Morreale,Reena,,Morreale,,,,,4,02/27/2009 12:31:07 PM,07/09/2012 02:19:39 AM
gil.greco@rpi.edu,Gil Greco,Gil,,Greco,,,,,9,09/23/2013 01:24:57 AM,09/23/2013 01:03:17 AM
darnell.then@datacommunitydc.org,Darnell Then,Darnell,,Then,,,,,14,10/30/2013 12:27:30 PM,10/30/2013 01:34:18 AM
numbers.borror@verizon.net,Numbers Borror,Numbers,,Borror,,,,,3,10/11/2013 12:22:03 PM,10/11/2013 12:23:32 PM
marcus.souder@ndsu.edu,Marcus Souder,Marcus,,Souder,,,,,13,10/07/2013 01:08:21 AM,11/04/2013 03:16:28 AM
marcus.souder@datacommunitydc.org,Marcus Souder,Marcus,,Souder,,,,,19,03/18/2009 11:01:55 AM,06/09/2013 08:39:28 AM
numbers.borror@yahoo.com,Numbers Borror,Numbers,,Borror,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
alden.owusu@umd.edu,Alden Owusu,Alden,,Owusu,,,,,35,01/12/2012 01:13:25 AM,09/25/2012 07:31:54 AM
louvenia.ritter@aol.com,Louvenia Ritter,Louvenia,,Ritter,,,,,30,04/09/2010 03:48:51 AM,11/15/2010 02:25:36 AM
danille.axtell@yahoo.co.in,Danille Axtell,Danille,,Axtell,,,,,8,01/04/2013 05:39:07 AM,01/04/2013 06:02:01 AM
martin.welsch@cox.net,Martin Welsch,Martin,,Welsch,,,,,25,02/27/2009 12:24:51 PM,11/28/2011 05:07:32 AM
leonel.schecter@temple.edu,Leonel Schecter,Leonel,,Schecter,,,,,61,06/15/2013 12:21:47 PM,06/28/2013 09:18:46 AM
wilmer.hui@comcast.net,Wilmer Hui,Wilmer,,Hui,,,,,3,05/08/2009 02:17:35 AM,05/08/2009 02:17:35 AM
florine.deveau@yahoo.com,Florine Deveau,Florine,,Deveau,,,,,211,07/18/2013 11:58:26 AM,11/15/2013 10:15:22 AM
brice.hammett@ieee.org,Brice Hammett,Brice,,Hammett,,,,,119,02/27/2009 12:03:30 PM,11/17/2013 10:00:47 AM
leonel.schecter@msn.com,Leonel Schecter,Leonel,,Schecter,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
hoa.bettes@mail.gmail.co,Hoa Bettes,Hoa,,Bettes,,,,,11,11/19/2013 09:48:46 AM,11/20/2013 02:16:02 AM
darnell.then@umd.edu,Darnell Then,Darnell,,Then,,,,,1,11/16/2013 10:59:22 AM,11/16/2013 10:59:22 AM
allene.negrete@rpi.edu,Allene Negrete,Allene,,Negrete,,,,,53,08/18/2009 01:59:06 AM,06/09/2013 08:39:28 AM
les.her@ndsu.edu,Les Her,Les,,Her,,,,,4,03/18/2009 11:01:55 AM,03/18/2009 11:19:59 AM
ken.wilken@umd.edu,Ken Wilken,Ken,,Wilken,,,,,10,01/05/2012 01:43:51 AM,01/10/2012 08:01:33 AM
mathew.luedtke@rpi.edu,Mathew Luedtke,Mathew,,Luedtke,,,,,72,03/18/2009 11:01:55 AM,06/09/2013 08:39:28 AM
boris.whitney@yahoo.co.in,Boris Whitney,Boris,,Whitney,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
sal.lobb@yahoo.com,Sal Lobb,Sal,,Lobb,,,,,1,02/26/2009 11:45:26 AM,02/26/2009 11:45:26 AM
erna.lang@rpi.edu,Erna Lang,Erna,,Lang,,,,,56,02/26/2009 11:45:26 AM,07/09/2012 02:19:39 AM
audry.brzezinski@rpi.edu,Audry Brzezinski,Audry,,Brzezinski,,,,,4,12/06/2012 02:25:05 AM,12/06/2012 02:25:05 AM
boris.whitney@gwu.edu,Boris Whitney,Boris,,Whitney,,,,,286,11/16/2010 08:36:30 AM,03/20/2013 10:06:51 AM
hoa.bettes@temple.edu,Hoa Bettes,Hoa,,Bettes,,,,,81,02/04/2013 01:09:17 AM,02/25/2013 02:14:14 AM
benny.brittingham@aol.com,Benny Brittingham,Benny,,Brittingham,,,,,30,03/18/2009 11:01:55 AM,06/09/2013 08:39:28 AM
ara.ceja@rpi.edu,Ara Ceja,Ara,,Ceja,,,,,39,09/10/2010 01:38:17 AM,07/09/2011 05:48:15 AM
bud.marcil@hotmail.com,Bud Marcil,Bud,,Marcil,,,,,2,04/10/2011 09:03:54 AM,04/10/2011 09:03:54 AM
member@paypal.com,Sagebourse Via Paypal,Sagebourse,Via,Paypal,,,,,69,02/19/2013 10:11:42 AM,10/23/2013 06:52:58 AM
sybil.stough@aol.com,Sybil Stough,Sybil,,Stough,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
verline.socha@umd.edu,Verline Socha,Verline,,Socha,,,,,3,04/21/2010 07:00:38 AM,04/21/2010 07:00:38 AM
sang.colvard@facebook.com,Sang Colvard,Sang,,Colvard,,,,,8,04/05/2011 04:33:51 AM,04/05/2011 04:33:51 AM
santana.vogel@yahoo.com,Santana Vogel,Santana,,Vogel,,,,,6,04/24/2013 12:51:31 PM,11/12/2013 01:18:45 AM
harland.glantz@aol.com,Harland Glantz,Harland,,Glantz,,,,,4,11/11/2011 08:18:15 AM,11/11/2011 08:18:15 AM
harvey.more@temple.edu,Harvey More,Harvey,,More,,,,,365,07/09/2012 06:15:25 AM,10/10/2013 12:30:56 PM
maryanna.pfeiffer@hotmail.com,Maryanna Pfeiffer,Maryanna,,Pfeiffer,,,,,387,06/02/2013 03:36:43 AM,11/11/2013 05:10:59 AM
danica.ausherman@cox.net,Danica Ausherman,Danica,,Ausherman,,,,,3,01/19/2013 10:04:26 AM,01/19/2013 10:04:26 AM
benny.brittingham@yahoo.co.in,Benny Brittingham,Benny,,Brittingham,,,,,43,04/24/2013 12:51:31 PM,11/22/2013 04:13:39 AM
harvey.more@temple.edu,Harvey More,Harvey,,More,,,,,16,05/02/2013 08:37:25 AM,11/20/2013 05:42:23 AM
sang.colvard@ieee.org,Sang Colvard,Sang,,Colvard,New York,New York,United States,,5008,12/12/2012 01:48:52 AM,11/21/2013 08:48:21 AM
dena.tousant@cox.net,Dena Tousant,Dena,,Tousant,,,,,8,06/20/2013 03:49:15 AM,11/07/2013 08:30:22 AM
terry.spoor@msn.com,Terry Spoor,Terry,,Spoor,Clifton Park,New York,United States,,108,09/23/2013 01:13:57 AM,11/18/2013 01:31:40 AM
sales@servermonkey.com,Servermonkey.Com Online And Commercial Sales,Servermonkey.Com,Online,And Commercial Sales,,,,,11,04/12/2013 12:24:11 PM,07/29/2013 04:00:56 AM
sydney.bunn@comcast.net,Sydney Bunn,Sydney,,Bunn,,,,,23,02/26/2009 11:45:59 AM,02/27/2009 12:31:59 PM
sal.lobb@temple.edu,Sal Lobb,Sal,,Lobb,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
benny.brittingham@msn.com,Benny Brittingham,Benny,,Brittingham,,,,,8,03/18/2009 11:01:55 AM,07/09/2011 05:48:15 AM
ara.ceja@ieee.org,Ara Ceja,Ara,,Ceja,,,,,17,03/05/2011 06:36:50 AM,06/09/2013 08:39:28 AM
kevin.metzer@verizon.net,Kevin Metzer,Kevin,,Metzer,,,,,30,09/21/2009 01:43:24 AM,07/11/2011 04:13:49 AM
patti.tang@yahoo.co.in,Patti Tang,Patti,,Tang,,,,,15,02/11/2013 08:10:45 AM,02/12/2013 04:04:23 AM
reena.morreale@yahoo.com,Reena Morreale,Reena,,Morreale,,,,,107,10/26/2010 08:23:34 AM,12/06/2010 10:03:56 AM
audry.brzezinski@comcast.net,Audry Brzezinski,Audry,,Brzezinski,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
santana.vogel@temple.edu,Santana Vogel,Santana,,Vogel,,,,,18,04/12/2013 12:45:48 PM,04/16/2013 04:35:01 AM
martin.welsch@mail.gmail.co,Martin Welsch,Martin,,Welsch,,,,,2,02/27/2009 12:25:32 PM,02/27/2009 12:25:32 PM
lucienne.connery@yahoo.com,Lucienne Connery,Lucienne,,Connery,,,,,14,03/28/2013 01:36:45 AM,03/28/2013 03:28:51 AM
gabriela.chevalier@umd.edu,Gabriela Chevalier,Gabriela,,Chevalier,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
madaline.mcdavid@comcast.net,Madaline Mcdavid,Madaline,,Mcdavid,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
shikhaa@amazon.com,Shikha Arora,Shikha,,Arora,,,,,2,01/07/2012 03:00:24 AM,01/07/2012 03:00:24 AM
santana.vogel@facebook.com,Santana Vogel,Santana,,Vogel,,,,,74,03/24/2010 04:39:51 AM,11/15/2013 05:22:57 AM
kevin.metzer@cox.net,Kevin Metzer,Kevin,,Metzer,,,,,5,03/24/2010 04:39:51 AM,12/15/2010 06:29:47 AM
winford.funston@temple.edu,Winford Funston,Winford,,Funston,,,,,57,06/17/2009 06:36:53 AM,11/09/2011 01:06:46 AM
deandre.stearns@msn.com,Deandre Stearns,Deandre,,Stearns,,,,,32,02/27/2009 12:24:37 PM,11/30/2009 07:49:59 AM
myrtie.blauser@temple.edu,Myrtie Blauser,Myrtie,,Blauser,,,,,52,05/18/2013 01:05:34 AM,06/24/2013 03:47:31 AM
benny.brittingham@ndsu.edu,Benny Brittingham,Benny,,Brittingham,,,,,2,04/10/2011 09:03:54 AM,04/10/2011 09:03:54 AM
mohamed.carroway@yahoo.co.in,Mohamed Carroway,Mohamed,,Carroway,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
danille.axtell@verizon.net,Danille Axtell,Danille,,Axtell,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
amal.crisci@mail.gmail.co,Amal Crisci,Amal,,Crisci,,,,,10,02/10/2012 11:07:55 AM,02/10/2012 12:28:05 PM
antwan.riffe@facebook.com,Antwan Riffe,Antwan,,Riffe,,,,,15,08/24/2011 03:56:29 AM,08/24/2011 09:59:25 AM
audry.brzezinski@cox.net,Audry Brzezinski,Audry,,Brzezinski,,,,,336,02/26/2009 11:40:30 AM,08/15/2012 12:24:43 PM
sybil.stough@hotmail.com,Sybil Stough,Sybil,,Stough,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
johnathan.thatcher@msn.com,Johnathan Thatcher,Johnathan,,Thatcher,,,,,207,07/19/2011 12:51:43 PM,09/16/2013 12:10:57 PM
ara.ceja@ndsu.edu,Ara Ceja,Ara,,Ceja,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
bud.marcil@datacommunitydc.org,Bud Marcil,Bud,,Marcil,,,,,2,01/20/2012 03:55:13 AM,01/20/2012 03:55:13 AM
luther.forsythe@aol.com,Luther Forsythe,Luther,,Forsythe,,,,,6,03/19/2012 01:39:16 AM,03/19/2012 11:12:57 AM
hans.edsall@yahoo.co.in,Hans Edsall,Hans,,Edsall,,,,,21,06/29/2011 08:50:35 AM,12/28/2012 04:37:52 AM
luana.arn@ndsu.edu,Luana Arn,Luana,,Arn,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
antonia.branco@yahoo.com,Antonia Branco,Antonia,,Branco,,,,,4,02/27/2009 12:13:39 PM,02/27/2009 12:13:39 PM
darcie.krings@yahoo.co.in,Darcie Krings,Darcie,,Krings,,,,,1,11/29/2012 03:56:11 AM,11/29/2012 03:56:11 AM
sang.colvard@hotmail.com,Sang Colvard,Sang,,Colvard,,,,,2,01/27/2012 04:49:00 AM,01/27/2012 04:49:00 AM
reuben.vitolo@facebook.com,Reuben Vitolo,Reuben,,Vitolo,,,,,19,11/15/2010 02:15:31 AM,11/15/2010 02:44:39 AM
russ.absher@aol.com,Russ Absher,Russ,,Absher,,,,,7,11/06/2009 04:31:10 AM,06/23/2011 01:30:39 AM
hilma.touchstone@facebook.com,Hilma Touchstone,Hilma,,Touchstone,,,,,2,06/04/2011 04:57:43 AM,06/04/2011 04:57:43 AM
russ.absher@facebook.com,Russ Absher,Russ,,Absher,,,,,98,05/31/2013 03:58:04 AM,06/01/2013 11:40:35 AM
terra.scholl@umd.edu,Terra Scholl,Terra,,Scholl,,,,,687,09/24/2010 12:37:50 PM,11/20/2013 06:21:37 AM
